ID;Edad;Tipo_Trabajo;Estado_Civil;Educacion;mora;Vivienda;Consumo;Contacto;Mes;Dia;Campana;Dias_Ultima_Camp;No_Contactos;Resultado_Anterior;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;prediccion
19335;32;administrador negocio;single;pregrado;no;no;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4406.0;5195.8;0
19340;58;pensionado;divorced;bachillerato incompleto;no;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4406.0;5195.8;0
19344;32;desempleado;casado;Estudiante Universitario;no;si;no;telefono fijo;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4343.0;5195.8;0
19346;58;Vive de los arriendos;divorced;pregrado;no;no;no;telefono fijo;nov;wed;1;999;0;sin contacto;-0.1;93.2;-42.0;4286.0;5195.8;0
19347;37;ama de casa;casado;pregrado;no;si;no;telefono fijo;nov;wed;1;999;0;sin contacto;-0.1;93.2;-42.0;4286.0;5195.8;0
19357;39;administrador negocio;single;bachillerato;no;no;no;telefono fijo;nov;thu;1;999;0;sin contacto;-0.1;93.2;-42.0;4245.0;5195.8;0
19358;37;administrador negocio;divorced;pregrado;no;no;si;celular;nov;fri;1;999;0;sin contacto;-0.1;93.2;-42.0;4223.0;5195.8;0
19361;34;Vive de los arriendos;casado;pregrado;no;no;no;telefono fijo;nov;fri;1;999;0;sin contacto;-0.1;93.2;-42.0;4223.0;5195.8;0
19363;42;tecnico;divorced;Estudiante Universitario;no;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19374;34;administrador negocio;single;bachillerato;no;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19378;44;Vive de los arriendos;casado;pregrado;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19381;52;administrador negocio;casado;pregrado;no;si;si;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19382;49;empleado;casado;bachillerato;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19383;49;empleado;casado;bachillerato;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19389;40;administrador negocio;casado;pregrado;no;no;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19392;37;administrador negocio;single;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19395;40;tecnico;casado;Estudiante Universitario;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19398;36;desempleado;divorced;bachillerato;no;si;si;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19404;34;administrador negocio;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19406;43;servicios;casado;bachillerato;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19407;42;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19410;51;empleado;casado;bachillerato;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19426;49;empleado;divorced;bachillerato;no;no;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19428;48;empleado;divorced;Estudiante Universitario;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19437;39;desempleado;casado;bachillerato incompleto;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19440;51;emprendedor;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19445;31;servicios;divorced;bachillerato;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19446;35;administrador negocio;divorced;bachillerato;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19447;54;administrador negocio;casado;bachillerato incompleto;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19452;43;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19454;54;administrador negocio;casado;bachillerato incompleto;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19455;43;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19456;55;pensionado;casado;Estudiante Universitario;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19457;36;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19465;36;emprendedor;divorced;pregrado;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19468;39;desempleado;casado;Estudiante Universitario;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19469;36;emprendedor;divorced;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19470;31;servicios;single;bachillerato;unknown;no;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19477;45;administrador negocio;casado;bachillerato;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19479;37;emprendedor;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19480;39;ama de casa;casado;bachillerato incompleto;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19485;40;administrador negocio;casado;pregrado;unknown;no;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19486;45;administrador negocio;casado;bachillerato;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19487;42;tecnico;casado;Estudiante Universitario;unknown;si;no;celular;nov;mon;1;4;1;satisfactorio;-0.1;93.2;-42.0;4191.0;5195.8;0
19490;42;tecnico;casado;Estudiante Universitario;no;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19492;46;desempleado;casado;pregrado;no;no;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19494;42;empleado;casado;preescolar;unknown;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19497;49;emprendedor;casado;pregrado;no;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19498;41;tecnico;single;Estudiante Universitario;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19508;51;Vive de los arriendos;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19511;55;Vive de los arriendos;casado;preescolar;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19512;54;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19513;46;empleado;casado;bachillerato incompleto;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19520;46;tecnico;casado;Estudiante Universitario;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19523;46;tecnico;casado;Estudiante Universitario;no;no;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19532;36;emprendedor;casado;bachillerato;no;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19533;52;Vive de los arriendos;divorced;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19534;52;Vive de los arriendos;divorced;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19539;54;emprendedor;casado;preescolar;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19548;38;empleado;casado;preescolar;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19550;35;emprendedor;single;bachillerato incompleto;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19553;44;servicios;divorced;bachillerato;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19554;52;emprendedor;casado;bachillerato incompleto;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19565;58;emprendedor;casado;preescolar;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19567;52;Vive de los arriendos;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19568;40;administrador negocio;casado;pregrado;unknown;si;si;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19569;43;empleado;soltero;preescolar;no;si;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19571;42;vendedor ambulante;single;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19577;45;Vive de los arriendos;casado;bachillerato incompleto;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19579;42;administrador negocio;casado;unknown;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19580;35;empleado;casado;Estudiante Universitario;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19591;46;Vive de los arriendos;divorced;pregrado;no;unknown;unknown;telefono fijo;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19594;36;vendedor ambulante;single;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19599;45;emprendedor;casado;bachillerato;no;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19600;39;Vive de los arriendos;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19608;33;empleado;casado;bachillerato incompleto;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19611;43;empleado;casado;bachillerato;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19616;42;tecnico;casado;Estudiante Universitario;no;si;si;telefono fijo;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19618;40;emprendedor;divorced;pregrado;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19620;53;servicios;casado;bachillerato;no;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19625;32;administrador negocio;single;bachillerato;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19628;37;administrador negocio;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19629;58;Vive de los arriendos;divorced;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19639;42;administrador negocio;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19649;48;servicios;divorced;bachillerato;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19652;33;administrador negocio;divorced;pregrado;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19659;32;administrador negocio;divorced;bachillerato;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19670;48;Vive de los arriendos;casado;unknown;no;si;si;celular;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19671;46;administrador negocio;casado;bachillerato;unknown;no;no;celular;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19676;53;ama de casa;casado;pregrado;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19685;35;vendedor ambulante;single;Estudiante Universitario;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19688;53;pensionado;casado;preescolar;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19689;32;vendedor ambulante;single;bachillerato;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19694;31;vendedor ambulante;single;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19696;48;tecnico;casado;unknown;unknown;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19699;54;ama de casa;single;bachillerato incompleto;unknown;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19702;31;vendedor ambulante;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19706;45;Vive de los arriendos;casado;pregrado;no;si;si;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19712;40;tecnico;single;bachillerato incompleto;unknown;si;si;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19714;36;administrador negocio;casado;bachillerato;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19718;46;vendedor ambulante;casado;bachillerato incompleto;unknown;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19719;35;administrador negocio;casado;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19720;36;servicios;casado;bachillerato;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19725;42;tecnico;casado;bachillerato incompleto;no;no;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19729;46;tecnico;casado;bachillerato;no;si;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19734;42;administrador negocio;divorced;bachillerato;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19735;42;administrador negocio;divorced;bachillerato;no;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19737;52;Vive de los arriendos;casado;pregrado;no;si;si;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19738;32;administrador negocio;single;bachillerato;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19743;37;servicios;single;bachillerato incompleto;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19752;44;emprendedor;casado;Estudiante Universitario;no;si;no;telefono fijo;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19755;40;empleado;casado;preescolar;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19760;32;empleado;single;pregrado;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19762;36;tecnico;single;Estudiante Universitario;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19763;46;emprendedor;casado;preescolar;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19767;43;servicios;casado;bachillerato;no;si;si;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19768;46;empleado;casado;bachillerato incompleto;no;si;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19772;43;Vive de los arriendos;divorced;bachillerato;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19773;35;Vive de los arriendos;casado;Estudiante Universitario;no;si;no;celular;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19774;37;Vive de los arriendos;casado;pregrado;no;si;si;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19775;43;administrador negocio;single;pregrado;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19778;42;tecnico;casado;Estudiante Universitario;no;si;si;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19779;57;pensionado;casado;pregrado;no;si;si;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19786;48;tecnico;casado;Estudiante Universitario;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19787;34;Vive de los arriendos;divorced;pregrado;no;no;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19796;52;pensionado;casado;pregrado;no;si;si;telefono fijo;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19797;53;Vive de los arriendos;casado;pregrado;unknown;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19798;39;empleado;casado;bachillerato incompleto;no;si;no;celular;nov;mon;4;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19799;41;vendedor ambulante;casado;bachillerato incompleto;unknown;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19800;31;vendedor ambulante;single;pregrado;no;si;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19804;52;emprendedor;casado;pregrado;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19805;50;emprendedor;casado;pregrado;unknown;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19812;52;administrador negocio;casado;preescolar;no;si;si;celular;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19813;37;empleado;casado;primaria;no;si;no;telefono fijo;nov;mon;3;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19814;40;empleado;casado;bachillerato incompleto;no;si;no;telefono fijo;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19816;44;administrador negocio;casado;Estudiante Universitario;no;no;no;celular;nov;mon;1;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19819;53;emprendedor;divorced;pregrado;no;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19820;44;emprendedor;casado;pregrado;no;si;no;celular;nov;mon;2;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;1
19824;45;empleado;divorced;bachillerato incompleto;unknown;no;no;celular;nov;mon;4;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19826;35;administrador negocio;casado;unknown;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19828;57;tecnico;divorced;Estudiante Universitario;no;si;no;celular;nov;mon;4;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19829;43;administrador negocio;casado;pregrado;no;si;no;celular;nov;mon;2;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;1
19830;33;desempleado;casado;bachillerato incompleto;unknown;si;no;celular;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19843;37;emprendedor;casado;pregrado;unknown;si;no;telefono fijo;nov;mon;1;999;0;sin contacto;-0.1;93.2;-42.0;4191.0;5195.8;0
19849;33;tecnico;single;pregrado;no;no;no;telefono fijo;nov;mon;5;999;1;fallido;-0.1;93.2;-42.0;4191.0;5195.8;0
19851;42;desempleado;casado;bachillerato;no;si;no;celular;nov;tue;2;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;1
19858;34;administrador negocio;divorced;pregrado;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19859;35;tecnico;divorced;Estudiante Universitario;unknown;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19866;49;administrador negocio;divorced;primaria;no;no;no;celular;nov;tue;2;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;1
19870;31;tecnico;casado;pregrado;no;unknown;unknown;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19872;53;servicios;divorced;bachillerato;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19873;47;desempleado;casado;bachillerato;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19874;54;vendedor ambulante;casado;bachillerato incompleto;no;si;no;celular;nov;tue;4;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19875;40;vendedor ambulante;casado;bachillerato incompleto;no;no;no;celular;nov;tue;1;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19878;54;administrador negocio;single;pregrado;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19880;30;empleado;single;bachillerato;no;si;si;telefono fijo;nov;tue;1;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19882;48;administrador negocio;casado;unknown;unknown;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19883;36;empleado;casado;bachillerato incompleto;no;si;si;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19886;37;empleado;single;bachillerato;no;si;no;celular;nov;tue;2;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;1
19891;34;empleado;casado;Estudiante Universitario;no;si;si;celular;nov;tue;1;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19892;34;empleado;casado;Estudiante Universitario;no;no;si;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19896;40;emprendedor;casado;bachillerato incompleto;no;si;no;celular;nov;tue;1;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19905;40;vendedor ambulante;casado;bachillerato incompleto;unknown;no;no;celular;nov;tue;1;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;0
19906;37;tecnico;casado;bachillerato;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19908;32;administrador negocio;single;pregrado;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19910;34;tecnico;casado;Estudiante Universitario;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19916;51;tecnico;casado;unknown;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19921;32;empleado;casado;bachillerato incompleto;no;si;no;telefono fijo;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19924;39;servicios;divorced;bachillerato;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19938;43;tecnico;casado;Estudiante Universitario;no;si;no;telefono fijo;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19957;34;empleado;casado;Estudiante Universitario;no;si;no;celular;nov;tue;3;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19962;30;Vive de los arriendos;casado;pregrado;no;si;si;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19967;52;Vive de los arriendos;casado;pregrado;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19968;56;tecnico;single;Estudiante Universitario;no;si;no;celular;nov;tue;5;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19972;39;servicios;casado;bachillerato;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19973;39;servicios;casado;bachillerato incompleto;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19986;30;tecnico;casado;Estudiante Universitario;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19987;54;emprendedor;casado;preescolar;no;si;no;celular;nov;tue;2;999;1;fallido;-0.1;93.2;-42.0;4153.0;5195.8;1
19991;30;desempleado;casado;bachillerato;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19994;36;empleado;casado;bachillerato incompleto;no;unknown;unknown;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
19997;29;tecnico;single;bachillerato;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
20001;30;desempleado;casado;bachillerato;no;si;si;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
20015;32;tecnico;divorced;Estudiante Universitario;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
20019;47;administrador negocio;divorced;bachillerato;no;no;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
20023;39;administrador negocio;casado;pregrado;no;si;no;celular;nov;tue;1;999;0;sin contacto;-0.1;93.2;-42.0;4153.0;5195.8;0
